Position,Track Name,Artist,Streams,date,region,id
51,Can We Kiss Forever?,Kina,60627,2019-11-23,ph,1Av69kr9JitqPWo7WJLS5q
52,Could I Love You Any More (feat. Jason Mraz),Reneé Dominique,60090,2019-11-23,ph,6TbDpqKCksZNJjriFhPum8
53,Miracle Nights,ALLMO$T,59261,2019-11-23,ph,3sWLOFGI7dNN6YBM1m1RKB
54,Lexi,Nik Makino,58674,2019-11-23,ph,5LZqOdfYUXunyhHmPqGI6j
55,Mundo,IV Of Spades,54057,2019-11-23,ph,4u8RkgV6P4TLi89SmlUtv8
56,Araw-Araw,Ben&Ben,53835,2019-11-23,ph,4rG3h1QwgjSSWz8EIjCFrm
57,Lights Up,Harry Styles,53218,2019-11-23,ph,2plLJpUcYPFrl1sW2pMG63
58,Pauwi Nako,PDL,53159,2019-11-23,ph,2tzAN1L07SNwnOdgOEeuQr
59,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,53064,2019-11-23,ph,0RiRZpuVRbi7oqRdSMwhQY
60,Dahilan,Silent Sanctuary,52654,2019-11-23,ph,2Gt5SmbyQjcjEqMOdEd3QE
61,Balang Araw,I Belong to the Zoo,51759,2019-11-23,ph,5NXdUJ3Z2jhlp2u1cj6f7m
62,Malibu Nights,LANY,50955,2019-11-23,ph,0Eqg0CQ7bK3RQIMPw1A7pl
63,Say You Won't Let Go,James Arthur,50679,2019-11-23,ph,5uCax9HTNlzGybIStD3vDh
64,Into the Unknown,Idina Menzel,50529,2019-11-23,ph,3Z0oQ8r78OUaHvGPiDBR3W
65,2002,Anne-Marie,50518,2019-11-23,ph,2BgEsaKNfHUdlh97KmvFyo
66,Nobela,Join The Club,50099,2019-11-23,ph,3vGkyQlCw8LklNip0ZUELC
67,Bulong,December Avenue,49947,2019-11-23,ph,5nMKJJ5Rl6X1yn58aVeICO
68,Walwal,VVS Collective,48429,2019-11-23,ph,1k2sk3NuZxy06Os3KTAnA2
69,Trampoline (with ZAYN),SHAED,48413,2019-11-23,ph,1iQDltZqI7BXnHrFy4Qo1k
70,Leaves,Ben&Ben,48237,2019-11-23,ph,6wdCelHrPh7UfliNjwRTUv
71,Lover,Taylor Swift,48233,2019-11-23,ph,1dGr1c8CrMLDpV6mPbImSI
72,hot girl bummer,blackbear,48159,2019-11-23,ph,7aiClxsDWFRQ0Kzk5KI5ku
73,Buwan,juan karlos,47364,2019-11-23,ph,5f9808hpiCpuNyqqdXmpF2
74,Feel Special,TWICE,47120,2019-11-23,ph,14rWuS6yllHOdfZ8sZsZUj
75,Up All Night,Khalid,47024,2019-11-23,ph,1mpD5Q8IM32I4bF6eCpU74
76,GIANTS,True Damage,46195,2019-11-23,ph,5C0ivQMxes2lWuOANhvVAm
77,Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,46064,2019-11-23,ph,5UhpceEr5XmbVwyoIUIRnh
78,Best Part (feat. Daniel Caesar),H.E.R.,45134,2019-11-23,ph,4OBZT9EnhYIV17t4pGw7ig
79,Look At Her Now,Selena Gomez,44759,2019-11-23,ph,4yI3HpbSFSgFZtJP2kDe5m
80,Boy With Luv (feat. Halsey),BTS,43280,2019-11-23,ph,5KawlOMHjWeUjQtnuRs22c
81,Tagpuan,Moira Dela Torre,42440,2019-11-23,ph,0ztDBQdQmdVZvorSmIjMih
82,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,42044,2019-11-23,ph,07Oz5StQ7GRoygNLaXs2pd
83,Bakit Ba Ikaw,Michael Pangilinan,41918,2019-11-23,ph,0Vmk6Ebk4QBq7r0VAz2a6s
84,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,40999,2019-11-23,ph,4vUmTMuQqjdnvlZmAH61Qk
85,Tell Me Where It Hurts,MYMP,40823,2019-11-23,ph,6C2nrsOlb3jOUGcJAmPrTA
86,The Day You Said Goodnight,Hale,40675,2019-11-23,ph,0HZ3OUVrGHxttD2EuHqRm3
87,One and Only,Parokya Ni Edgar,40597,2019-11-23,ph,3OpGUlDmRUXh0NkIYWoIlD
88,You're Still The One,Shania Twain,40551,2019-11-23,ph,6sU3YUz0Ld3OPFmrnxlpzD
89,Girls Like You (feat. Cardi B),Maroon 5,40248,2019-11-23,ph,7fa9MBXhVfQ8P8Df9OEbD8
90,Kahit Di Mo Alam,December Avenue,40143,2019-11-23,ph,6GIzDc4xBUeYHwubWwTrhC
91,Tadhana,Up Dharma Down,39819,2019-11-23,ph,6NFKf8vBApSvtzkapYmnVR
92,bad guy,Billie Eilish,39642,2019-11-23,ph,2Fxmhks0bxGSBdJ92vM42m
93,Watermelon Sugar,Harry Styles,39379,2019-11-23,ph,1e9oZCCiX42nJl0AcqriVo
94,Kung Wala Ka,Hale,38644,2019-11-23,ph,4JSDhJVmo2UqdF7nxbyenn
95,Liar,Camila Cabello,38419,2019-11-23,ph,7LzouaWGFCy4tkXDOOnEyM
96,Paalam,Moira Dela Torre,37904,2019-11-23,ph,22AZDYG6qrjMFg0ceeL9X6
97,Urong Sulong,Alisson Shore,37879,2019-11-23,ph,2KoWHNtJrbE0WxWfQjYjyu
98,If I Can't Have You,Shawn Mendes,37738,2019-11-23,ph,2bT1PH7Cw3J9p3t7nlXCdh
99,Talk (feat. Disclosure),Khalid,37720,2019-11-23,ph,6TqXcAFInzjp0bODyvrWEq
100,HIGHEST IN THE ROOM,Travis Scott,37203,2019-11-23,ph,3eekarcy7kvN4yt5ZFzltW
101,With a Smile,South Border,37160,2019-11-23,ph,6XmskR1cMfgys1W7dExmgi
102,Good Thing (with Kehlani),Zedd,36516,2019-11-23,ph,5aUSEPNd3m5xliFK4pn5mU
103,Love Someone,Lukas Graham,36236,2019-11-23,ph,3id2EVGKc3eFAMn9nFnB0r
104,Kill This Love,BLACKPINK,36179,2019-11-23,ph,4pUCKHjJ4Ijewc37rRrvHn
105,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,36141,2019-11-23,ph,2Rk4JlNc2TPmZe2af99d45
106,What Am I,Why Don't We,35854,2019-11-23,ph,0TMGV2zMZXOILVtQLtkI3G
107,Magbalik,Callalily,35753,2019-11-23,ph,5zMR44ZH4KVZj4FlhTj3SE
108,"thank u, next",Ariana Grande,35709,2019-11-23,ph,3e9HZxeyfWwjeyPAMmWSSQ
109,Rainbow,South Border,35687,2019-11-23,ph,3ueq4reab02CypseErxvwS
110,Ang Huling El Bimbo,Eraserheads,35593,2019-11-23,ph,135ggzbjOogZ75IQ0LQi8r
111,Ikaw Lang,Kiyo,35324,2019-11-23,ph,2kRjoaqiyeS0Faus5wKztH
112,Too Good At Goodbyes,Sam Smith,35231,2019-11-23,ph,1mXVgsBdtIVeCLJnSnmtdV
113,Beautiful (feat. Camila Cabello),Bazzi,34960,2019-11-23,ph,4VUwkH455At9kENOfzTqmF
114,Shape of My Heart,Backstreet Boys,34483,2019-11-23,ph,35o9a4iAfLl5jRmqMX9c1D
115,You Are The Reason,Calum Scott,34375,2019-11-23,ph,69vToJ9BMbbLlFZo7k7A7B
116,She Will Be Loved - Radio Mix,Maroon 5,34305,2019-11-23,ph,4llK75pXNWZz6KAho2Gp16
117,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,34135,2019-11-23,ph,421eObjg0DTm2qajJl5OJm
118,Graveyard,Halsey,33923,2019-11-23,ph,6V9fHiv84WlVTg7CSnIVY2
119,Migraine,Moonstar88,33898,2019-11-23,ph,7sW3f7PqDV7BQ7qqeVBJIA
120,Stickwitu,The Pussycat Dolls,33243,2019-11-23,ph,4NjR63Up0uMkQBlKvlZd1l
121,i'm so tired...,Lauv,32759,2019-11-23,ph,2iwS33Jfev1QBiuhWVWZHY
122,Never Really Over,Katy Perry,32648,2019-11-23,ph,5PYQUBXc7NYeI1obMKSJK0
123,FANCY,TWICE,32588,2019-11-23,ph,2FXd6kKCtBIc6UfN1gH1pA
124,Weak,Khel Pangilinan,32131,2019-11-23,ph,06cUybZMETs4i3yQO1f7p3
125,Yellow Hearts,Ant Saunders,31936,2019-11-23,ph,2W4yABdLc4Jnds67Poi5Nl
126,Without Me,Halsey,31889,2019-11-23,ph,5p7ujcrUXASCNwRaWNHR1C
127,Nandyan Agad Ako,Ex Battalion,31811,2019-11-23,ph,6BZLjTOKBPqhq4xpOLkjrp
128,Missin You Crazy,Russ,31683,2019-11-23,ph,4ve2uzqdwnHr20G5YgMMqr
129,Rewrite The Stars,Zac Efron,31530,2019-11-23,ph,630sXRhIcfwr2e4RdNtjKN
130,Just the Way You Are,Bruno Mars,31459,2019-11-23,ph,7BqBn9nzAq8spo5e7cZ0dJ
131,Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version,December Avenue,31290,2019-11-23,ph,1mTROTnvFi7uxGciL319Kb
132,Someday,Nina,31156,2019-11-23,ph,1MkiRsYBkXbXvdiYvTTiQT
133,You Need To Calm Down,Taylor Swift,30974,2019-11-23,ph,6RRNNciQGZEXnqk8SQ9yv5
134,Living Proof,Camila Cabello,30839,2019-11-23,ph,1jg9clsGCDqOumfS0X5xm9
135,Lucky,Jason Mraz,30594,2019-11-23,ph,2qLMf6TuEC3ruGJg4SMMN6
136,All I Want for Christmas Is You,Mariah Carey,30476,2019-11-23,ph,0bYg9bo50gSsH3LtXe2SQn
137,Pasensya Ka Na,Silent Sanctuary,30252,2019-11-23,ph,0YyM8aEdbjGfLWPn6fdcn7
138,IDGAF,Dua Lipa,30221,2019-11-23,ph,76cy1WJvNGJTj78UqeA5zr
139,So Sick,Ne-Yo,30196,2019-11-23,ph,6brl7bwOHmGFkNw3MBqssT
140,"Halik Sa Hangin - From ""The Killer Bride""",KZ Tandingan,30150,2019-11-23,ph,77iVPjxBy9Q3GgOxVE1UUA
141,My Boo,Usher,30050,2019-11-23,ph,68vgtRHr7iZHpzGpon6Jlo
142,Ex,Callalily,29618,2019-11-23,ph,0GHwNr0lqf8jpc9wesmnHo
143,Your Song (My One and Only You),Julie Anne San Jose,29516,2019-11-23,ph,5Seh4HfqT1mFnRJQswqz51
144,ILYSB - STRIPPED,LANY,29129,2019-11-23,ph,3Dkvp3L4w0uJFYfIPa8E9H
145,Before You Go,Lewis Capaldi,29095,2019-11-23,ph,2gMXnyrvIjhVBUZwvLZDMP
146,You And Me,Lifehouse,29050,2019-11-23,ph,0815caqt2Lytro5EIzMufT
147,I Want You Back,Matthaios,28990,2019-11-23,ph,5jLUKFlEJzOf6b6PCaohFI
148,This I Promise You,*NSYNC,28838,2019-11-23,ph,46n2EGFnPC3tzWCN1Aqe26
149,Thru These Tears,LANY,28778,2019-11-23,ph,7GbAp0HKPQW7WnFJAzMoRk
150,Before I Let You Go,Freestyle,28373,2019-11-23,ph,5T8bLnWG8sg9ER8RKNZbCB
151,Happier,Marshmello,28261,2019-11-23,ph,2dpaYNEQHiRxtZbfNsse99
152,Thick And Thin,LANY,28073,2019-11-23,ph,3D110t9ctcoOoylXsc3iR8
153,Sila,SUD,28051,2019-11-23,ph,2IMODbij0lZ5CuAjZi0IDE
154,I'm Yours,Jason Mraz,27740,2019-11-23,ph,3S0OXQeoh0w6AY8WQVckRW
155,Hiling,Mark Carpio,27641,2019-11-23,ph,6xQs6y6CpDqK9VKCktApEL
156,Eastside (with Halsey & Khalid),benny blanco,27568,2019-11-23,ph,7FGq80cy8juXBCD2nrqdWU
157,Perfect,Ed Sheeran,27467,2019-11-23,ph,0tgVpDi06FyKpA1z0VMD4v
158,Rawstarr 'Til I Die,Psychedelic Boyz,27462,2019-11-23,ph,6jZBYN0CFwshqb6i3m4HOL
159,Walang Gana,King Badger,27318,2019-11-23,ph,39fwy7Q1spclVNFeu64lgd
160,Take A Bow - Main,Rihanna,27211,2019-11-23,ph,39afswHs17v53znQm1gDTY
161,Nadarang,Shanti Dope,27153,2019-11-23,ph,6LJ1p1h5EcMK4VPeCLDSoF
162,SLOW DANCING IN THE DARK,Joji,27074,2019-11-23,ph,0rKtyWc8bvkriBthvHKY8d
163,Dancing With A Stranger (with Normani),Sam Smith,27070,2019-11-23,ph,6Qs4SXO9dwPj5GKvVOv8Ki
164,Oks Lang,John Roa,27045,2019-11-23,ph,6YEO7K4hwGKh7BmNxMMvkc
165,Nice To Meet Ya,Niall Horan,26922,2019-11-23,ph,3cphb8kdsjElYR7r5icK3H
166,I Don't Wanna Love You Anymore,LANY,26880,2019-11-23,ph,7ArrTJ1LwcGAlEO65LUQ7i
167,Show Yourself,Idina Menzel,26786,2019-11-23,ph,50WeOnXhM1H7AZEeIDoWfZ
168,Beautiful Soul,Jesse McCartney,26482,2019-11-23,ph,1HwpWwa6bnqqRhK8agG4RS
169,Maikee's Letters,Just Hush,26255,2019-11-23,ph,7xJ3VASYirHyuTpxDvTVbV
170,LATINA,Al James,26230,2019-11-23,ph,6Fh0xf6gIgBJ5FyjAZmmI8
171,Photograph,Ed Sheeran,26053,2019-11-23,ph,6fxVffaTuwjgEk5h9QyRjy
172,Kontrabida,Pricetagg,26032,2019-11-23,ph,31vGGETvC1zlvuhNumTYZB
173,Used To Love (with Dean Lewis),Martin Garrix,25910,2019-11-23,ph,7pWK1kMgHy5lNNiIfuRbkP
174,"A Perfect Christmas - Recorded at OnQ Studios, Manila",Tatak Pinoy All-Stars,25702,2019-11-23,ph,7n7mTiptQT1iNa7rMhcZS8
175,ILYSB,LANY,25679,2019-11-23,ph,2btKtacOXuMtC9WjcNRvAA
176,Trigger,Major Lazer,25679,2019-11-23,ph,0Z26mbSHJ1dkUu7g9DDgif
177,Sandali,Because,25527,2019-11-23,ph,0WRSaei4JRI1KTYhMqQh9y
178,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,25253,2019-11-23,ph,2YlZnw2ikdb837oKMKjBkW
179,"Till My Heartaches End - From ""The Significant Other""",KZ Tandingan,25194,2019-11-23,ph,4isDU5tDNqFLQ5xQ9NgPmz
180,Breakeven,The Script,25061,2019-11-23,ph,1a1i2IwXnUN0PjllVEhA4B
181,Esmi,Because,24992,2019-11-23,ph,0AiUFrU3Bj0ZzYFSWoAM0O
182,Iris,The Goo Goo Dolls,24927,2019-11-23,ph,6Qyc6fS4DsZjB2mRW9DsQs
183,Sims,Lauv,24880,2019-11-23,ph,2PERLp9asn02e8nk5dbdra
184,Blueming,IU,24765,2019-11-23,ph,4Dr2hJ3EnVh2Aaot6fRwDO
185,13,LANY,24675,2019-11-23,ph,0WOvSEVpUGkNufX0w0M06F
186,Starving,Hailee Steinfeld,24597,2019-11-23,ph,6875MeXyCW0wLyT72Eetmo
187,"Malay Mo, Tayo",TJ Monterde,24594,2019-11-23,ph,0cMcFcm3YvB8o1yKkYNv0a
188,Kahit Sa Panaginip,December Avenue,24506,2019-11-23,ph,7IQTt9WiyBf92QfzwTUdqZ
189,7 rings,Ariana Grande,24495,2019-11-23,ph,6ocbgoVGwYJhOv1GgI9NsF
190,Happier,Ed Sheeran,24362,2019-11-23,ph,2RttW7RAu5nOAfq6YFvApB
191,The Middle,Zedd,24208,2019-11-23,ph,09IStsImFySgyp0pIQdqAc
192,I Want It That Way,Backstreet Boys,24189,2019-11-23,ph,47BBI51FKFwOMlIiX6m8ya
193,No Guidance (feat. Drake),Chris Brown,24130,2019-11-23,ph,6XHVuErjQ4XNm6nDPVCxVX
194,Super Far,LANY,24104,2019-11-23,ph,15ahYSiHAIMxAnujlXVtta
195,Tala,Sarah Geronimo,24004,2019-11-23,ph,4T7CM071eEoHudiDShZlCJ
196,'Di Na Muli,Janine Teñoso,23963,2019-11-23,ph,6p6DiqAPwMX7vdrSo30wgo
197,Closer,The Chainsmokers,23811,2019-11-23,ph,7BKLCZ1jbUBVqRi2FVlTVw
198,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,23810,2019-11-23,ph,1iWHabUgUuuKLBa0TzTHfk
199,Call You Mine,The Chainsmokers,23778,2019-11-23,ph,6IJTc8xo6XasOU8fpxMU57
200,Ride Home,Ben&Ben,23697,2019-11-23,ph,1fXHTDYsJiFOjVWITaFp1j
1,Memories,Maroon 5,346324,2019-11-22,ph,2b8fOow8UzyDFAE27YhOZM
2,Neneng B,Nik Makino,275831,2019-11-22,ph,0BaMZMMEG7GWrUYsoGw8Yg
3,Mean It,Lauv,221584,2019-11-22,ph,3GRSqlALWISqLeNncZMbpX
4,Pagtingin,Ben&Ben,220383,2019-11-22,ph,5l9g7py8RCblcvbZgGQgSd
5,"10,000 Hours (with Justin Bieber)",Dan + Shay,220006,2019-11-22,ph,2wrJq5XKLnmhRXHIAf9xBa
6,Zebbiana,Skusta Clee,207950,2019-11-22,ph,6IdEQ3HUseBeRUYFSzSMdL
7,Binalewala - Original Version,Michael Dutchi Libranda,182096,2019-11-22,ph,2tR5liucorXRwduxr0qEx6
8,Hindi Tayo Pwede,The Juans,171772,2019-11-22,ph,6VqZS3Wmf53pbfDBVEYvnP
9,Circles,Post Malone,154186,2019-11-22,ph,21jGcNKet2qwijlDFuPiPb
10,Sa Susunod Na Lang,PDL,152237,2019-11-22,ph,34ob61cxp34Sf7KHK6RnSU
11,comethru,Jeremy Zucker,146690,2019-11-22,ph,18uwL0vNUanqZH0ro2QcOP
12,Lose You To Love Me,Selena Gomez,142750,2019-11-22,ph,1HfMVBKM75vxSfsQ5VefZ5
13,Beautiful People (feat. Khalid),Ed Sheeran,142670,2019-11-22,ph,70eFcWOvlMObDhURTqT4Fv
14,Ikaw At Ako,Moira Dela Torre,141533,2019-11-22,ph,0gDRtumoR9ZrvAlnniToMz
15,Masyado Pang Maaga,Ben&Ben,136792,2019-11-22,ph,0luyrm1L6gjtoLekHOf67t
16,Don't Start Now,Dua Lipa,135619,2019-11-22,ph,6WrI0LAC5M1Rw2MnX2ZvEg
17,Señorita,Shawn Mendes,134759,2019-11-22,ph,6v3KW9xbzN5yKLt9YKDYA2
18,Someone You Loved,Lewis Capaldi,131909,2019-11-22,ph,7qEHsqek33rTcFNT9PFqLf
19,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,125854,2019-11-22,ph,24ngpWhBOxKJtIPnzSNX8c
20,Imahe,Magnus Haven,124559,2019-11-22,ph,65sEZZaxTjLMD8vNgPoMz5
21,I.F.L.Y.,Bazzi,120349,2019-11-22,ph,4a6q8CR2hzLk2plDkSxkfD
22,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,110424,2019-11-22,ph,3i9UVldZOE0aD0JnyfAZZ0
23,Nobody Knows,Russ,110168,2019-11-22,ph,1pNAf6W7POwjOD8x8mWf8G
24,Kathang Isip,Ben&Ben,110148,2019-11-22,ph,3WUEs51GpcvlgU7lehLgLh
25,It's You,Ali Gatie,108150,2019-11-22,ph,5DqdesEfbRyOlSS3Tf6c29
26,Sanctuary,Joji,107216,2019-11-22,ph,3xaugmCyXrVkrDTXbFkMW3
27,Kung 'Di Rin Lang Ikaw,December Avenue,107002,2019-11-22,ph,2BgD4nRyx9EZ5o8YEnjRSV
28,everything i wanted,Billie Eilish,105819,2019-11-22,ph,3ZCTVFBt2Brf31RLEnCkWJ
29,Mabagal,Daniel Padilla,104416,2019-11-22,ph,07JZJ9YJRaiUAz9Bv8wgwH
30,I Don't Care (with Justin Bieber),Ed Sheeran,101844,2019-11-22,ph,0hVXuCcriWRGvwMV1r5Yn9
31,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,100910,2019-11-22,ph,4wopYJ5wpYOM6ogm2Jugnw
32,Make It Right (feat. Lauv),BTS,100654,2019-11-22,ph,314ZkcV7oLWG8yWE7LABvH
33,Dahan,December Avenue,100211,2019-11-22,ph,6BxJLJw228OY5BFerPGl7z
34,Get You The Moon (feat. Snøw),Kina,99148,2019-11-22,ph,4ZLzoOkj0MPWrTLvooIuaa
35,How Do You Sleep?,Sam Smith,97226,2019-11-22,ph,6b2RcmUt1g9N9mQ3CbjX2Y
36,Sana,I Belong to the Zoo,95568,2019-11-22,ph,1X4l4i472kW5ofFP8Xo0x0
37,Feelings,Lauv,94838,2019-11-22,ph,1cL3ucXzG2hj3XOUPIWdvZ
38,Bagay Tayo,ALLMO$T,94497,2019-11-22,ph,2mwd0LWLBgtQBEOLG96nbU
39,Dalaga,Arvey,92489,2019-11-22,ph,3iZB3VUDerY5P96rhBKwKr
40,Sa Ngalan Ng Pag-Ibig,December Avenue,85404,2019-11-22,ph,00mBzIWv5gHOYxwuEJXjOG
41,Maybe The Night,Ben&Ben,84435,2019-11-22,ph,1yDiru08Q6omDOGkZMPnei
42,"Patawad, Paalam",Moira Dela Torre,82645,2019-11-22,ph,14BG5B1EJSCyNpZt096xXc
43,ROXANNE,Arizona Zervas,82481,2019-11-22,ph,696DnlkuDOXcMAnKlTgXXK
44,Goodbyes (Feat. Young Thug),Post Malone,80148,2019-11-22,ph,6vBdBCoOhKHiYDDOcorfNo
45,'Di Na Babalik,This Band,76875,2019-11-22,ph,7hoP5NDUXEbmOawvEAsi8h
46,Kahit Ayaw Mo Na,This Band,72839,2019-11-22,ph,58grXgbCj7t5ulr0TGLIr9
47,Nang Iwan,This Band,67535,2019-11-22,ph,7Livy729zY16jBsppfYLRW
48,I Like Me Better,Lauv,64419,2019-11-22,ph,2P91MQbaiQOfbiz9VqhqKQ
49,Hindi Na Nga,This Band,63815,2019-11-22,ph,2RgD3eO4IIGF16rR8Ch8OV
50,Dance Monkey,Tones and I,62827,2019-11-22,ph,1rgnBhdG2JDFTbYkYRZAku
51,Could I Love You Any More (feat. Jason Mraz),Reneé Dominique,62523,2019-11-22,ph,6TbDpqKCksZNJjriFhPum8
52,Can We Kiss Forever?,Kina,60513,2019-11-22,ph,1Av69kr9JitqPWo7WJLS5q
53,Miracle Nights,ALLMO$T,59907,2019-11-22,ph,3sWLOFGI7dNN6YBM1m1RKB
54,Lexi,Nik Makino,56967,2019-11-22,ph,5LZqOdfYUXunyhHmPqGI6j
55,Mundo,IV Of Spades,56360,2019-11-22,ph,4u8RkgV6P4TLi89SmlUtv8
56,Lights Up,Harry Styles,56097,2019-11-22,ph,2plLJpUcYPFrl1sW2pMG63
57,Araw-Araw,Ben&Ben,55551,2019-11-22,ph,4rG3h1QwgjSSWz8EIjCFrm
58,Say You Won't Let Go,James Arthur,54714,2019-11-22,ph,5uCax9HTNlzGybIStD3vDh
59,Pauwi Nako,PDL,54605,2019-11-22,ph,2tzAN1L07SNwnOdgOEeuQr
60,Dahilan,Silent Sanctuary,54042,2019-11-22,ph,2Gt5SmbyQjcjEqMOdEd3QE
61,2002,Anne-Marie,53622,2019-11-22,ph,2BgEsaKNfHUdlh97KmvFyo
62,Malibu Nights,LANY,53409,2019-11-22,ph,0Eqg0CQ7bK3RQIMPw1A7pl
63,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,52976,2019-11-22,ph,0RiRZpuVRbi7oqRdSMwhQY
64,Bulong,December Avenue,52667,2019-11-22,ph,5nMKJJ5Rl6X1yn58aVeICO
65,Balang Araw,I Belong to the Zoo,52451,2019-11-22,ph,5NXdUJ3Z2jhlp2u1cj6f7m
66,Nobela,Join The Club,52192,2019-11-22,ph,3vGkyQlCw8LklNip0ZUELC
67,Lover,Taylor Swift,52043,2019-11-22,ph,1dGr1c8CrMLDpV6mPbImSI
68,Leaves,Ben&Ben,50973,2019-11-22,ph,6wdCelHrPh7UfliNjwRTUv
69,Trampoline (with ZAYN),SHAED,50766,2019-11-22,ph,1iQDltZqI7BXnHrFy4Qo1k
70,hot girl bummer,blackbear,50141,2019-11-22,ph,7aiClxsDWFRQ0Kzk5KI5ku
71,Up All Night,Khalid,49672,2019-11-22,ph,1mpD5Q8IM32I4bF6eCpU74
72,Look At Her Now,Selena Gomez,48260,2019-11-22,ph,4yI3HpbSFSgFZtJP2kDe5m
73,Buwan,juan karlos,48054,2019-11-22,ph,5f9808hpiCpuNyqqdXmpF2
74,GIANTS,True Damage,47521,2019-11-22,ph,5C0ivQMxes2lWuOANhvVAm
75,Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,47480,2019-11-22,ph,5UhpceEr5XmbVwyoIUIRnh
76,Walwal,VVS Collective,47353,2019-11-22,ph,1k2sk3NuZxy06Os3KTAnA2
77,Feel Special,TWICE,47236,2019-11-22,ph,14rWuS6yllHOdfZ8sZsZUj
78,Best Part (feat. Daniel Caesar),H.E.R.,46860,2019-11-22,ph,4OBZT9EnhYIV17t4pGw7ig
79,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,45943,2019-11-22,ph,07Oz5StQ7GRoygNLaXs2pd
80,Tagpuan,Moira Dela Torre,45343,2019-11-22,ph,0ztDBQdQmdVZvorSmIjMih
81,Bakit Ba Ikaw,Michael Pangilinan,45285,2019-11-22,ph,0Vmk6Ebk4QBq7r0VAz2a6s
82,Boy With Luv (feat. Halsey),BTS,44670,2019-11-22,ph,5KawlOMHjWeUjQtnuRs22c
83,Tadhana,Up Dharma Down,43460,2019-11-22,ph,6NFKf8vBApSvtzkapYmnVR
84,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,43416,2019-11-22,ph,4vUmTMuQqjdnvlZmAH61Qk
85,The Day You Said Goodnight,Hale,43152,2019-11-22,ph,0HZ3OUVrGHxttD2EuHqRm3
86,One and Only,Parokya Ni Edgar,41971,2019-11-22,ph,3OpGUlDmRUXh0NkIYWoIlD
87,Tell Me Where It Hurts,MYMP,41914,2019-11-22,ph,6C2nrsOlb3jOUGcJAmPrTA
88,Kahit Di Mo Alam,December Avenue,41815,2019-11-22,ph,6GIzDc4xBUeYHwubWwTrhC
89,Watermelon Sugar,Harry Styles,41742,2019-11-22,ph,1e9oZCCiX42nJl0AcqriVo
90,Girls Like You (feat. Cardi B),Maroon 5,41590,2019-11-22,ph,7fa9MBXhVfQ8P8Df9OEbD8
91,You're Still The One,Shania Twain,41359,2019-11-22,ph,6sU3YUz0Ld3OPFmrnxlpzD
92,If I Can't Have You,Shawn Mendes,40755,2019-11-22,ph,2bT1PH7Cw3J9p3t7nlXCdh
93,Kung Wala Ka,Hale,40750,2019-11-22,ph,4JSDhJVmo2UqdF7nxbyenn
94,bad guy,Billie Eilish,40384,2019-11-22,ph,2Fxmhks0bxGSBdJ92vM42m
95,Liar,Camila Cabello,40382,2019-11-22,ph,7LzouaWGFCy4tkXDOOnEyM
96,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,39450,2019-11-22,ph,2Rk4JlNc2TPmZe2af99d45
97,Good Thing (with Kehlani),Zedd,39347,2019-11-22,ph,5aUSEPNd3m5xliFK4pn5mU
98,Paalam,Moira Dela Torre,39177,2019-11-22,ph,22AZDYG6qrjMFg0ceeL9X6
99,Rainbow,South Border,38905,2019-11-22,ph,3ueq4reab02CypseErxvwS
100,HIGHEST IN THE ROOM,Travis Scott,38882,2019-11-22,ph,3eekarcy7kvN4yt5ZFzltW
101,What Am I,Why Don't We,38488,2019-11-22,ph,0TMGV2zMZXOILVtQLtkI3G
102,Love Someone,Lukas Graham,38415,2019-11-22,ph,3id2EVGKc3eFAMn9nFnB0r
103,Talk (feat. Disclosure),Khalid,38380,2019-11-22,ph,6TqXcAFInzjp0bODyvrWEq
104,Shape of My Heart,Backstreet Boys,38307,2019-11-22,ph,35o9a4iAfLl5jRmqMX9c1D
105,With a Smile,South Border,38039,2019-11-22,ph,6XmskR1cMfgys1W7dExmgi
106,Magbalik,Callalily,37732,2019-11-22,ph,5zMR44ZH4KVZj4FlhTj3SE
107,"thank u, next",Ariana Grande,37693,2019-11-22,ph,3e9HZxeyfWwjeyPAMmWSSQ
108,Too Good At Goodbyes,Sam Smith,37684,2019-11-22,ph,1mXVgsBdtIVeCLJnSnmtdV
109,She Will Be Loved - Radio Mix,Maroon 5,37373,2019-11-22,ph,4llK75pXNWZz6KAho2Gp16
